"","location_id","site_id","bio_sample","turbidity","chloride_mg","tp_ug","tn_mg","alkalinity","sulfate_mg","silt_rating","finesed_perc"
"984",501811,"460000000193","2011.021",NA,9.05,14.4,NA,49.6,NA,2,3
"985",505225,"460000000209","2011.020",NA,7.83,12.2,NA,45.9,NA,1,2
"986",501813,"460000000335","2007.112",2.73,11,24.6,0.35,44.1,6.38,3,4
"987",501813,"460000000335","2013.056",1.54,8.8,13.8,0.43,42,4.98,2,1
"988",505226,"460000000450","2011.019",NA,10,17.8,NA,55,NA,2,0
"989",506363,"460000000536","2013.053",1.64,11.4,15.4,0.4,64.5,5.35,4,12
"990",521436,"460000000580","2018.049",3.02,12,19.6,0.45,69,6.03,2,2
"991",501814,"460000000705","2007.098",1.12,9.71,11.7,0.3,84.7,5.95,4,18
"992",501814,"460000000705","2013.061",1.04,11.2,14.2,0.39,94,6.22,3,0
"993",501814,"460000000705","2017.010",2.56,17.2,14.5,0.56,105,5.74,4,0
"994",522667,"460000000802","2019.073",0.31,7.52,6,0.27,74.5,4.151,3,6
"995",501816,"460000000808","2007.110",0.25,3.96,10.6,0.23,70.9,4.59,3,19
"996",501816,"460000000808","2013.084",0.42,4.25,8.67,0.22,64.5,4.24,1,5
"997",501818,"460300000006","2003.084",5.8,56.3,36,0.65,91.5,14.4,NA,3
"998",501818,"460300000006","2004.168",0.8,34.8,57,0.54,91.6,6.41,3,1
"999",501818,"460300000006","2007.135",8.33,49.9,26.1,0.72,92.6,27.2,5,6
"1000",501818,"460300000006","2013.126",6.34,31.8,55.9,0.6,77,5.92,3,1
"1001",509756,"460400000005","2014.117",2.39,151,27.9,1.44,115,19.1,4,39
"1002",522734,"460600000018","2019.117",1.7,168,39,0.9,183,12.152,5,7
"1003",501824,"460600000020","2003.067",4.8,229,35,0.78,191,13.6,2,7
"1004",501825,"460600000021","2003.068",17.2,172,62,0.95,186,NA,2,7
"1005",501825,"460600000021","2011.050",NA,31.7,80.1,NA,135,NA,3,0
"1006",501826,"460600000022","2003.081",8.8,79.2,65,0.88,172,3.8,4,7
"1007",509753,"460800000001","2014.113",0.87,20,22.4,0.26,137,9.38,4,1
"1008",501828,"461100000005","2018.069",2.84,20.3,12,0.25,64,5.53,3,10
"1009",501833,"461100000204","2018.116",4.57,13.2,19,0.34,40,5.67,4,3
"1010",501834,"461100000236","2007.109",0.2,13.7,6.33,0.18,46.6,6.38,2,1
"1011",501835,"461100000256","2007.108",NA,12,2.5,0.12,41.2,5.76,2,1
"1012",501837,"461100000274","2007.107",0.22,10.3,6.78,0.16,37.9,5.2,2,0
"1013",501839,"461100000310","2007.033",0.44,1,2.5,0.05,17.6,4.14,1,1
"1014",501843,"461107000004","2007.094",1.08,7.26,13.2,0.24,50.6,9.89,3,2
"1015",501843,"461107000004","2013.135",2.99,5.96,12.5,0.2,35,4.46,3,17
"1016",501846,"461111000028","2007.032",0.2,4.93,2.5,0.2,55.7,6.01,1,11
"1017",501846,"461111000028","2013.136",0.2,5.85,6.7,0.19,48,5.22,2,8
"1018",521578,"461143000013","2018.119",0.6,1,7.01,0.12,5,3.29,2,0
"1019",501849,"461143000021","2007.034",0.2,1,2.5,0.12,3.8,4.84,1,2
"1020",501850,"461200000001","2003.065",3,19.1,44,0.58,114,12.4,2,12
"1021",501850,"461200000001","2007.082",1.03,18.3,29.4,0.37,114,12.5,3,3
"1022",501851,"461200000003","2003.134",4.2,17.8,44,0.59,97.4,13.7,3,5
"1023",521538,"461200000006","2018.070",6.06,34.6,42.5,0.38,125,12.44,4,4
"1024",501852,"461200000050","2003.066",0.52,17.9,34,0.48,132,11.7,4,4
"1025",501852,"461200000050","2007.083",2.52,14,29.9,0.4,136,11.7,3,4
"1026",501855,"461300000052","2007.132",1.65,9.75,30,0.61,50.3,6.58,4,2
"1027",501855,"461300000052","2018.125",4.1,9.21,42.3,0.6,36,8.1,2,2
"1028",501855,"461300000052","2019.150",2.3,9.72,19,0.51,35.5,3.886,4,3
"1029",501856,"462100000006","2007.134",0.37,8.14,5.07,0.33,22.8,5.74,3,3
"1030",501856,"462100000006","2018.109",2.52,6.02,14.5,0.3,14,4.31,1,0
"1031",501858,"462100000030","2007.100",0.2,14.8,2.5,0.31,25.5,5.64,2,8
"1032",501858,"462100000030","2013.068",0.72,5.04,9.84,0.17,9,3.35,1,13
"1033",515818,"462109020008","2017.147",0.2,1,2.5,0.05,5,4.46,2,4
"1034",501862,"462110000004","2007.133",1.09,46.9,2.5,5.91,17,11.2,5,5
"1035",501862,"462110000004","2013.067",1.68,40,8.59,2.23,20,7.95,3,20
"1036",501866,"462400000020","2013.088",0.44,3.97,6.86,0.16,12,3.99,1,6
"1037",521543,"462428000001","2018.077",0.49,1,6.1,0.26,11,4.45,2,3
"1038",521542,"462429000005","2018.076",0.32,1,8.39,0.31,10,4.32,2,6
"1039",501869,"462700000009","2013.055",0.2,1,2.5,0.16,6,3.18,1,5
"1040",501869,"462700000009","2018.047",0.36,1,6.57,0.19,16,4.69,3,1
"1041",507842,"462900000026","2013.030",0.1,1,5.71,0.23,22,5.37,1,7
"1042",501870,"462900000027","2018.048",0.2,1,6.45,0.22,23,6.81,2,3
"1043",501871,"463200000001","2007.099",0.7,11.2,9.76,0.2,40.8,6.27,2,14
"1044",501871,"463200000001","2013.026",1.05,9.31,14.7,0.33,37.5,5.99,1,8
"1045",501871,"463200000001","2017.011",0.7,10.6,8.65,0.35,38,5.25,3,7
"1046",501871,"463200000001","2018.046",1.63,9.76,15.6,0.34,35,8.22,3,6
"1047",505237,"463200000074","2011.023",NA,4.88,8.35,NA,31.2,NA,3,7
"1048",505237,"463200000074","2016.028",0.57,3.47,11.2,0.26,21,4.73,2,2
"1049",501873,"463200000103","2013.089",1.15,6.58,13.7,0.21,36,5.21,3,1
"1050",501874,"463200000145","2007.016",0.82,8.34,7.8,0.24,51.7,5.74,1,2
"1051",501874,"463200000145","2013.027",0.61,7.12,12.6,0.23,52,5.03,3,8
"1052",521528,"463211000003","2018.057",NA,1,2.5,0.19,20,4.64,0,1
"1053",521527,"463218110015","2018.056",NA,20.2,11.8,0.25,16,5.94,3,4
"1054",501877,"463225000015","2007.046",1.23,2.8,18.2,0.25,91.5,4.28,2,0
"1055",501879,"463225000033","2007.052",0.2,1,9.93,0.5,333,10.5,3,21
"1056",501879,"463225000033","2013.029",0.3,1,9.72,0.39,277,7.75,3,17
"1057",501880,"463225010001","2007.043",0.77,1,8.61,0.21,102,2.34,2,4
"1058",501883,"463225010021","2007.044",0.26,1,7.54,0.51,140,11.1,4,24
"1059",501884,"463225010028","2005.018",NA,NA,NA,NA,NA,NA,2,22
"1060",501885,"463225010031","2005.017",NA,NA,NA,NA,NA,NA,0,12
"1061",501885,"463225010031","2007.049",0.2,1,2.5,0.44,46.3,4.14,1,2
"1062",501886,"463225010205","2007.045",0.25,1,6.1,0.21,61.3,3.55,2,9
"1063",501887,"463225010401","2005.019",NA,NA,NA,NA,555,NA,3,16
"1064",501887,"463225010401","2007.048",0.2,1,11.3,0.7,335,34.4,5,27
"1065",501888,"463300000012","2013.054",1.03,1,9.69,0.16,9,3.66,1,6
"1066",505238,"463700000006","2011.022",NA,2.73,6.29,NA,25.1,NA,2,3
"1067",505238,"463700000006","2013.042",1.09,4.09,8.44,0.22,28.5,4.11,1,1
"1068",521525,"464100000007","2018.053",6.44,42.35,33.6,0.72,46,12.12,3,11
"1069",505239,"464200000002","2013.043",NA,NA,NA,NA,NA,NA,NA,NA
"1070",501889,"464200000015","2007.021",0.31,2.54,2.5,0.2,23.3,5.99,1,5
"1071",501892,"464300000008","2013.044",1.8,14.9,18.1,0.43,45,8.03,NA,NA
"1072",501895,"464700000003","2006.039",1.42,34.8,9.09,1.5,71.6,7.32,4,1
"1073",501895,"464700000003","2007.012",1.93,38.7,2.5,1.85,77.9,7.97,3,4
"1074",501895,"464700000003","2018.054",NA,35.1,9.11,1.32,63,9.96,3,1
"1075",501896,"464700000006","2005.123",1.42,45.1,8.98,1.67,74.1,9.2,1,2
"1076",501896,"464700000006","2006.040",1.83,35.4,8.96,1.63,68.2,7.49,3,0
"1077",501896,"464700000006","2007.013",1.3,39.4,2.5,1.92,76.7,8.15,3,5
"1078",501896,"464700000006","2013.059",2.82,27.6,6.06,0.7,50,6.94,1,2
"1079",501896,"464700000006","2014.108",0.56,37.08,7.78,0.78,58.5,8.03,4,0
"1080",501897,"464700000011","2005.124",0.52,23.9,6.74,0.21,34.2,7.52,1,4
"1081",501897,"464700000011","2006.041",0.52,17,7.6,0.24,34.1,5.8,2,0
"1082",501897,"464700000011","2007.014",0.79,21.1,2.5,0.3,33.8,6.41,1,4
"1083",501897,"464700000011","2014.109",0.25,23.5,7.72,0.1,35,6.52,2,0
"1084",506173,"465000000029","2013.060",1.2,1,8.58,0.24,20.5,3.1,1,0
"1085",506173,"465000000029","2018.050",1.55,1,7.71,0.24,23,2.7,4,1
"1086",505240,"465200000001","2011.024",NA,4.66,9.97,NA,37.5,NA,5,3
"1087",501898,"465200000012","2007.022",0.4,6.67,2.5,0.2,42.3,5.06,3,11
"1088",515404,"465200000112","2016.030",1.7,1,11.5,0.25,14,3.41,2,8
"1089",520333,"465600000002","2018.052",2.92,1,14,0.21,25,4.2,5,5
"1090",501899,"465600000017","2013.009",3.58,1,28.7,0.42,20,2.76,1,6
"1091",521447,"466403000004","2018.010",0,1,8.19,0.24,36,2.62,2,3
"1092",521446,"466700000001","2018.009",0,10.3,10.3,1.66,145,10.72,3,4
"1093",521535,"466800000003","2018.064",0.56,20.7,7.44,0.3,116,6.54,2,1
"1094",521536,"466804000007","2018.065",0.2,35,7.8,0.28,132,6.24,3,14
"1095",521534,"467200000016","2018.063",0.86,17,7.64,0.86,111,7.49,3,0
"1096",501901,"467500000003","2013.085",0.26,1,7.09,0.2,71,4.82,3,19
"1097",521533,"467500000008","2018.062",0.45,1,8.78,0.32,87,5.25,4,3
"1098",505246,"468000000018","2011.007",NA,1,11.2,NA,51.5,NA,1,11
"1099",505246,"468000000018","2013.083",0.55,1,9.78,0.18,74,3.28,1,5
"1100",501906,"470000000024","2009.112",3.41,32.3,25.7,0.39,90.6,10.8,3,3
"1101",501914,"471700000002","2003.143",0.27,33.7,8,0.14,83.4,18.1,NA,1
"1102",501914,"471700000002","2004.167",0.23,16.1,5,0.05,88.4,9.22,2,4
"1103",501914,"471700000002","2009.113",0.2,30.1,9.82,0.17,90.9,13.5,2,2
"1104",501915,"480000000031","2003.132",1.4,176,14,0.39,109,20.5,NA,0
"1105",501915,"480000000031","2004.138",5.48,107,27,0.8,120,13.4,4,1
"1106",501916,"480000000058","2003.063",6.6,237,35,1.36,129,18.7,3,7
"1107",501916,"480000000058","2004.137",5.09,120,26,1.27,121,16.3,4,0
"1108",501916,"480000000058","2008.084",7.66,146,32.1,1.32,114,17.2,4,15
"1109",501916,"480000000058","2011.025",NA,98.1,37.1,NA,112,NA,3,1
"1110",501916,"480000000058","2015.129",14.2,196.78,46.3,1.35,111.5,13.03,5,20
"1111",501918,"480000000085","2009.121",4.18,99,34.4,1,97,17.2,3,4
"1112",501918,"480000000085","2011.027",NA,87.5,33.9,NA,116,NA,3,3
"1113",501918,"480000000085","2016.133",4.2,229,38.3,1.04,136,20.43,5,0
"1114",501919,"480000000090","2003.064",0.47,218,22,1.23,139,24.9,2,3
"1115",501919,"480000000090","2004.156",1.9,64.2,16,0.7,109,17.5,4,4
"1116",501920,"480000000095","2011.028",NA,28.8,33.6,NA,88.2,NA,3,1
"1117",501933,"490000000163","2005.111",1.63,17.6,16.1,0.28,44.4,9.8,3,0
"1118",501933,"490000000163","2010.125",3.19,14.8,20.6,0.45,50.7,7.92,2,2
"1119",501933,"490000000163","2015.041",2.52,37.38,15.6,0.88,74,15.22,2,14
"1120",501933,"490000000163","2020.119",5.4,30,13,1.2,55,13.1,3,0
"1121",501936,"490000000299","2010.053",NA,34,NA,NA,70.4,NA,3,0
"1122",501936,"490000000299","2015.040",0.92,36.21,9.67,0.73,71,9.13,2,6
"1123",501937,"490000000426","2008.014",2.73,24.7,17.6,0.61,64.4,8.43,3,4
"1124",501937,"490000000426","2010.052",NA,42.2,NA,NA,70.4,NA,3,23
"1125",501937,"490000000426","2015.039",1.44,44.25,15.3,0.97,86.5,10.75,2,19
"1126",501938,"490000000427","2005.041",1.02,27,9.51,0.46,68.7,9.11,3,1
"1127",501938,"490000000427","2008.013",2.73,43.6,17.6,0.61,64.4,8.43,3,NA
"1128",501938,"490000000427","2010.051",NA,41.7,NA,NA,66.1,NA,3,20
"1129",501939,"490000000429","2008.015",4.19,24.8,18.4,0.59,63.2,8.28,2,4
"1130",501939,"490000000429","2015.038",1.78,45.24,11.3,0.88,89,10.48,2,16
"1131",501941,"490000000472","2005.042",1.55,27,10.8,0.54,69.6,8.8,4,0
"1132",501942,"490000000543","2010.015",0.79,48.5,24.3,1.32,91.2,9.39,3,12
"1133",501942,"490000000543","2015.037",1.98,48.275,18,1.56,105,10.25,2,10
"1134",501942,"490000000543","2020.048",1.5,49.6,13.9,1.86,95.1,9.83,4,0
"1135",501943,"490000000547","2015.036",1.99,46.875,14.1,0.85,115,10.16,1,18
"1136",501944,"490000000557","2005.043",1.62,28.9,11.6,0.53,88.7,8.99,4,10
"1137",501945,"490000000585","2006.138",NA,NA,NA,NA,NA,NA,3,5
"1138",501946,"490000000590","2006.139",NA,NA,NA,NA,NA,NA,2,5
"1139",501947,"490000000598","2010.038",4.03,15,17.8,0.27,114,8.55,4,2
"1140",501122,"490000000707","2005.045",1.96,18.2,75.7,0.3,94.3,7.83,1,6
"1141",501122,"490000000707","2010.075",1.99,10,14.4,0.26,84.8,6.12,3,3
"1142",501122,"490000000707","2015.096",1.97,17.09,50.3,0.34,90,6.08,2,8
"1143",501123,"490000000709","2010.076",0.89,9.57,11.3,0.5,101,7.51,3,0
"1144",501123,"490000000709","2015.095",3.12,13.61,12.7,0.29,88,5.85,2,7
"1145",501126,"490000000816","2005.044",0.55,20.8,12.9,0.31,96.3,8.06,3,9
"1146",501126,"490000000816","2010.078",1.3,12.4,51.2,0.41,84.4,5.91,2,5
"1147",501126,"490000000816","2015.091",1.5,18.28,15.7,0.34,100,5.8,3,3
"1148",501126,"490000000816","2020.062",0.4,25.1,29.7,0.32,97.9,5.28,3,8
"1149",501127,"490000000818","2010.079",1.33,12.4,9.36,0.24,87.5,6.12,NA,6
"1150",501127,"490000000818","2013.124",NA,NA,NA,NA,NA,NA,NA,NA
"1151",501127,"490000000818","2015.090",1.17,18.33,8.62,0.32,103.1,5.97,3,2
"1152",501127,"490000000818","2020.063",0.4,27.5,9.4,0.32,109,5.78,2,0
"1153",501129,"490000000838","2005.072",0.41,19.1,8.16,0.33,117,8.46,1,7
"1154",501129,"490000000838","2010.080",0.84,18.5,9.84,0.44,132,7.72,3,6
"1155",501129,"490000000838","2015.092",0.71,18.58,10.9,0.65,122.5,6.33,2,9
"1156",501129,"490000000838","2020.064",0.8,29.2,10.6,0.76,135,6.23,2,4
"1157",501951,"490000000847","2015.093",1.24,18.07,9.43,0.23,122.8,6.14,2,8
"1158",505259,"490000000853","2018.093",0.44,38.4,7.66,0.19,140,7.36,3,11
"1159",501953,"490000000857","2006.057",0.86,21,15.6,0.22,121,8.11,2,7
"1160",501953,"490000000857","2010.081",0.87,26.3,8.7,0.18,140,8.92,2,1
"1161",501954,"490000000859","2005.073",0.53,25,8.82,0.19,125,8.66,1,5
"1162",501954,"490000000859","2006.058",0.87,18.8,11.8,0.2,122,8,3,8
"1163",501955,"490000000860","2006.059",0.38,18,11.5,0.2,121,7.91,2,4
"1164",523051,"490181400005","2020.110",0.2,1,6.6,0.24,12.4,2.84,3,0
"1165",501961,"490200000035","2011.030",NA,68.9,30.3,NA,82.4,NA,4,11
"1166",501965,"490208000002","2006.112",0.79,313,19.3,0.5,155,25.9,3,21
"1167",501965,"490208000002","2010.117",1.6,232,34.2,0.56,162,29.3,3,7
"1168",501965,"490208000002","2012.119",2.5,360,13.6,0.53,190,48.9,3,15
"1169",501965,"490208000002","2014.121",1.41,630,12.3,0.18,175,18.83,4,11
"1170",501965,"490208000002","2020.114",0,998,26.5,0.69,231,36.2,5,13
"1171",501966,"490208010001","2004.181",2.4,4,22,0.05,30.6,6.6,3,27
"1172",501966,"490208010001","2006.113",3.54,5.03,39.1,0.11,36.5,5.29,3,43
"1173",501966,"490208010001","2010.118",10.7,2.79,51.2,0.17,35.2,4.91,2,31
"1174",501966,"490208010001","2012.120",NA,14.2,NA,NA,55.7,NA,2,25
"1175",501966,"490208010001","2014.120",5.82,4.3,31,0.05,38,4.37,4,42
"1176",501969,"490400000001","2003.133",2,468,29,0.43,88.8,33,3,7
"1177",501969,"490400000001","2004.157",7.74,451,37,0.89,108,27.7,5,10
"1178",501969,"490400000001","2005.110",5.88,262,48.4,0.92,127,27.2,4,14
"1179",501970,"490400000002","2012.092",2.4,472,26.1,0.39,160,20.2,4,8
"1180",501970,"490400000002","2014.023",16.2,475,68.5,0.48,163,21.45,4,15
"1181",501970,"490400000002","2020.113",2.7,650,32.2,0.28,179,24.9,5,12
"1182",505264,"490500000010","2011.073",NA,44.4,95.9,NA,119,NA,3,0
"1183",523053,"490500000011","2020.124",1.4,496,16.7,0.4,151,40.3,5,9
"1184",501975,"490500000012","2003.131",5.2,200,36,0.46,144,27.4,NA,6
"1185",501975,"490500000012","2010.121",7.55,71.6,98.3,0.99,133,24.1,3,8
"1186",501978,"490501000024","2003.039",1.8,131,42,0.72,145,18,NA,14
"1187",501978,"490501000024","2005.115",1.61,85.4,24.7,0.42,124,14.7,3,6
"1188",501978,"490501000024","2007.128",4.15,123,26.1,0.38,138,28.4,4,8
"1189",501978,"490501000024","2010.115",2.32,61.9,43.3,0.68,119,21.9,2,5
"1190",501978,"490501000024","2012.098",3.2,68.4,32.6,0.48,109,14.3,3,6
"1191",501978,"490501000024","2015.133",1.97,86.15,20.7,0.44,117.5,20.73,3,3
"1192",501978,"490501000024","2020.121",0.8,168,13.8,0.64,130,13.7,4,3
"1193",501979,"490501000043","2003.040",4.4,198,33,0.4,199,17.1,2,6
"1194",501979,"490501000043","2005.114",4.43,70.5,43.7,0.68,111,14.5,4,3
"1195",501979,"490501000043","2010.120",2.95,80,38.6,0.7,136,23.1,2,8
"1196",501983,"490501000065","2005.122",1.36,69.6,30.9,0.46,124,10.2,3,3
"1197",501986,"490501000082","2005.116",0.74,33.5,42.2,0.57,86.1,7.76,2,4
"1198",501986,"490501000082","2015.130",1.58,27.14,29.2,0.53,78,6.61,1,0
"1199",501988,"490504000003","2005.109",2.73,266,25.4,0.4,156,29,5,5
"1200",501990,"490700000003","2003.114",8.1,102,29,0.76,102,NA,3,5
"1201",501990,"490700000003","2004.030",8.98,31.3,41,0.61,96.1,7.48,3,7
"1202",501990,"490700000003","2006.118",8.76,58.4,38.8,0.68,87.6,13,4,25
"1203",501990,"490700000003","2007.124",2.78,64.5,18.5,0.37,131,19.5,4,26
"1204",501990,"490700000003","2010.086",6.76,91.3,23.9,0.55,115,16,4,17
"1205",501990,"490700000003","2015.159",7.56,76.24,24.3,0.66,99,22.68,4,16
"1206",501990,"490700000003","2020.144",7.7,149,21,0.91,134,19,4,4
"1207",501991,"490700000011","2007.125",4.76,101,16.8,0.51,111,18.5,4,3
"1208",501991,"490700000011","2010.085",9.11,92,27.2,0.5,119,15.4,4,14
"1209",501995,"490900000004","2003.144",1.7,138,10,2.23,41.5,10.2,NA,24
"1210",501995,"490900000004","2005.131",5.06,81.2,25.4,1.24,34.6,8.72,4,23
"1211",501995,"490900000004","2015.122",4.68,107.55,19.4,0.62,53,9.26,3,29
"1212",501995,"490900000004","2020.145",2,155,13.2,0.41,66.7,12.5,2,18
"1213",501999,"491300000003","2004.032",0.51,10.2,7,0.23,44.3,5.58,2,0
"1214",501999,"491300000003","2015.102",0.29,10.33,6.19,0.15,57,5.66,3,13
"1215",505274,"491300000036","2015.101",0.86,2.401,8.21,0.27,45.5,4.85,3,8
"1216",510087,"492200000014","2015.100",0.91,1,7.87,0.19,42,4.94,NA,9
"1217",505279,"492300000007","2010.109",0.38,5.11,6.89,0.05,28.6,4.81,1,3
"1218",505279,"492300000007","2020.122",0.1,19.6,2.5,0.13,70.3,6.47,1,0
"1219",505280,"492300000042","2010.110",1.07,5.36,5.96,0.05,27.1,4.77,1,2
"1220",510090,"492300000079","2015.120",1.15,15.31,2.5,0.38,53,7.02,1,1
"1221",505282,"492300000086","2010.111",0.44,5.15,6.67,0.11,23.6,4.73,1,2
"1222",505282,"492300000086","2020.123",0.1,21.7,2.5,0.21,52.9,6.13,1,0
"1223",505284,"492300000120","2010.113",1.63,5.82,8.65,0.05,21.4,4.45,2,4
"1224",505286,"492312000003","2010.112",0.67,3.73,12.9,0.13,57.8,7.45,3,6
"1225",505286,"492312000003","2015.121",1.07,4.438,7.14,0.13,82,12.17,3,8
"1226",521441,"492316000028","2018.040",NA,1,5.89,0.21,20,5.52,3,1
"1227",523101,"492324000004","2020.111",0.1,1,6.5,0.22,37.1,6.22,2,0
"1228",521460,"492500000009","2018.041",0,1,7.5,0.2,42,6.99,5,3
"1229",523052,"492700000005","2020.112",0.1,40.4,2.5,0.22,31.3,5,3,0
"1230",502006,"492700000026","2005.061",0.27,35.2,2.5,0.43,19.1,5.61,0,2
"1231",502007,"492700000032","2007.006",0.24,23.4,9.54,0.69,12.6,4.66,2,12
"1232",505287,"492700000038","2014.074",0.34,21,6.56,0.21,16,3.83,2,3
"1233",505287,"492700000038","2015.099",0.23,25.42,5.87,0.22,17,4.03,4,14
"1234",502009,"492702000004","2006.036",0.2,1,2.5,0.22,3.2,4.03,2,1
"1235",521461,"493000000008","2018.042",NA,1,6.47,0.12,21,5.77,2,1
"1236",502010,"493000000017","2010.007",0.2,1,8.89,0.11,13.5,4.59,1,2
"1237",502011,"493200000007","2008.075",7.84,7.62,9.57,0.24,20.3,5.69,3,0
"1238",502012,"493200000014","2009.014",3.3,7.15,9.67,0.36,21.2,6.15,2,8
"1239",502013,"493200000022","2008.076",1.37,7.72,8.48,0.28,20,5.82,3,1
"1240",502013,"493200000022","2009.015",4.29,7.4,23,0.35,21.9,6,2,16
"1241",502013,"493200000022","2019.078",8.9,10.2,15,0.34,20,4.909,5,2
"1242",506365,"493200000071","2013.021",0.9,20,11.3,3.6,37.5,8.75,2,0
"1243",502014,"493200000076","2008.077",1.19,16.1,9.58,0.22,31.5,9.03,1,12
"1244",502016,"493200000118","2005.028",0.77,28.8,9.66,0.46,42.2,12.8,1,4
"1245",502016,"493200000118","2010.096",0.65,24.8,12.4,0.59,38.6,10.6,1,2
"1246",502016,"493200000118","2015.108",1.17,32.18,10,0.32,43,11.71,3,1
"1247",505292,"493200000122","2015.107",1.06,28.36,7.54,0.21,39.5,10.72,NA,NA
"1248",502017,"493211000004","2007.015",0.34,1,2.5,0.1,16.8,6.43,1,2
"1249",502017,"493211000004","2008.019",0.53,1,8,0.1,14,5.47,1,1
"1250",522635,"493213000012","2019.077",0.101,1,6,0.11,11,4.657,2,7
"1251",522635,"493213000012","2019.153",2.1,1,9,0.05,8,3.913,2,0
"1252",502018,"493214000001","2008.078",0.72,3.9,2.5,0.1,20.6,6.25,1,12
"1253",515680,"493214010001","2017.007",0.42,1,7.13,0.2,7,4.48,2,9
"1254",515682,"493214040001","2017.008",0.2,1,5.09,0.17,13,3.79,3,3
"1255",502019,"493231000004","2005.106",0.26,14.3,5.35,0.15,31.2,7.58,3,3
"1256",502019,"493231000004","2020.091",0.7,16.5,6.6,0.14,38.7,6.62,2,1
"1257",510088,"493231000030","2015.109",0.43,1,6.17,0.27,22,4.73,3,3
"1258",510088,"493231000030","2016.006",0.8,1,9.65,0.32,23,4.96,2,6
"1259",510284,"493238000010","2015.111",0.53,32.14,6.2,0.22,32,10.74,4,0
"1260",502025,"493238000065","2003.037",0.92,12.4,4,0.42,12.6,7.16,1,0
"1261",502025,"493238000065","2004.060",1.39,5.2,7,0.31,10.2,7.28,2,4
"1262",502025,"493238000065","2005.101",0.55,2.47,5.3,0.3,5.7,7.81,1,8
"1263",502025,"493238000065","2009.041",0.68,18.8,2.5,0.29,15,8.73,2,2
"1264",502025,"493238000065","2012.012",0.2,20.3,2.5,0.3,14,8.3,2,0
"1265",502025,"493238000065","2018.072",0.43,17.9,5.07,0.23,14,7.96,2,3
"1266",502025,"493238000065","2019.074",0.3,19.3,2.5,0.23,13.5,7.514,2,0
"1267",502026,"493238000069","2006.042",0.98,8.31,7.57,0.31,14,7.59,3,2
"1268",502027,"493238000073","2010.027",0.41,7.99,5.56,0.21,10.8,6.93,1,14
"1269",502028,"493238000075","2003.038",0.54,10.4,3,0.45,11.5,7.75,2,1
"1270",502028,"493238000075","2004.059",0.21,2.7,2.5,0.24,5.8,6.6,0,3
"1271",502029,"493238000080","2003.053",0.17,3.9,5,0.54,7.3,NA,1,4
"1272",502029,"493238000080","2005.102",0.54,1,2.5,0.22,3.9,5.61,2,4
"1273",502029,"493238000080","2007.019",0.34,3.1,2.5,0.31,7.1,6.07,2,0
"1274",502029,"493238000080","2014.071",NA,NA,NA,NA,NA,NA,2,1
"1275",502031,"493238000088","2007.020",0.2,1,2.5,0.6,5.5,7.37,0,0
"1276",502034,"493238200015","2003.036",0.27,0.31,6,0.24,4.7,5.05,0,0
"1277",502034,"493238200015","2004.061",0.2,1,4,0.29,2.1,4.22,2,0
"1278",502034,"493238200015","2005.060",0.2,1,2.5,0.17,7.2,5.31,0,0
"1279",502034,"493238200015","2005.104",0.2,1,2.5,0.17,1.3,5.31,NA,NA
"1280",502034,"493238200015","2006.035",0.28,1,2.5,0.17,3,4.24,1,1
"1281",502034,"493238200015","2007.018",0.2,1,2.5,0.22,4.6,4.67,0,0
"1282",502034,"493238200015","2008.020",0.2,1,5.27,0.2,3.5,4.23,0,0
"1283",502034,"493238200015","2009.013",0.78,1,5.12,0.18,8.6,3.78,0,0
"1284",502034,"493238200015","2010.028",0.2,1,6.47,0.15,4.7,4.47,0,4
"1285",502034,"493238200015","2010.128",0.42,1,5.22,0.05,3.5,3.82,0,5
"1286",502034,"493238200015","2012.011",0.27,1,5.55,0.23,5,4.57,1,1
"1287",502034,"493238200015","2013.022",0.28,1,6.56,0.19,3,3.87,0,0
"1288",502034,"493238200015","2014.073",0.2,1,9.51,0.2,4,3.59,0,1
"1289",502034,"493238200015","2015.110",0.2,1,2.5,0.17,6.05,4.06,1,0
"1290",502034,"493238200015","2016.007",0.101,1,6.79,0.19,3,3.93,2,0
"1291",502034,"493238200015","2016.142",0.69,1,8.49,0.05,7,4.75,1,1
"1292",502034,"493238200015","2017.009",0.27,1,2.5,0.18,4,4.1,2,2
"1293",502034,"493238200015","2017.148",0.2,1,5.5,0.05,5,4.17,0,0
"1294",502034,"493238200015","2018.012",0.7,1,6.34,0.24,5,3.1,1,3
"1295",502034,"493238200015","2018.132",0.53,1,2.5,0.14,1,3.03,1,0
"1296",502034,"493238200015","2019.075",1.6,1,2.5,0.17,3.5,3.495,2,0
"1297",502034,"493238200015","2019.151",0.3,1,2.5,0.14,2,2.847,2,0
"1298",502034,"493238200015","2020.092",0,1,5.2,0.12,6.2,4.23,1,0
"1299",502036,"493238201006","2005.105",NA,NA,NA,NA,NA,NA,3,6
"1300",502036,"493238201006","2006.054",2.45,5.16,13.9,0.22,9.3,3.66,4,0
"1301",502036,"493238201006","2013.023",4.61,14.2,22.9,0.25,21,3.13,2,5
"1302",502037,"493238201007","2006.055",1.01,1,10.4,0.19,5.4,3.21,2,11
"1303",502039,"493238240013","2005.103",0.24,1,2.5,0.05,0.5,4.06,0,1
"1304",502040,"493238250002","2003.054",0.39,13.1,11,0.37,21.3,9.34,4,5
